Entity,Code,Year,"Out-of-school children of primary school age, female (number) ( )"
Sub-Saharan Africa,,1995,24091928
Sub-Saharan Africa,,1996,25362960
Sub-Saharan Africa,,1997,24571572
Sub-Saharan Africa,,1998,24606944
Sub-Saharan Africa,,1999,24507804
Sub-Saharan Africa,,2000,23909296
Sub-Saharan Africa,,2001,23333368
Sub-Saharan Africa,,2002,22969036
Sub-Saharan Africa,,2003,22068952
Sub-Saharan Africa,,2004,21398352
Sub-Saharan Africa,,2005,20489798
Sub-Saharan Africa,,2006,19706884
Sub-Saharan Africa,,2007,19093634
Sub-Saharan Africa,,2008,18696616
Sub-Saharan Africa,,2009,18807468
Sub-Saharan Africa,,2010,19238388
Sub-Saharan Africa,,2011,18880224
Sub-Saharan Africa,,2012,18580094
Sub-Saharan Africa,,2013,18483300
Sub-Saharan Africa,,2014,18537044
Sub-Saharan Africa (all income levels),,1975,17628576
Sub-Saharan Africa (all income levels),,1976,17755380
Sub-Saharan Africa (all income levels),,1977,17448078
Sub-Saharan Africa (all income levels),,1978,17143018
Sub-Saharan Africa (all income levels),,1979,16636618
Sub-Saharan Africa (all income levels),,1980,16323735
Sub-Saharan Africa (all income levels),,1981,16040846
Sub-Saharan Africa (all income levels),,1982,15962679
Sub-Saharan Africa (all income levels),,1983,16321751
Sub-Saharan Africa (all income levels),,1984,17046308
Sub-Saharan Africa (all income levels),,1985,18003258
Sub-Saharan Africa (all income levels),,1986,19127140
Sub-Saharan Africa (all income levels),,1987,20244804
Sub-Saharan Africa (all income levels),,1988,21108880
Sub-Saharan Africa (all income levels),,1989,21528672
Sub-Saharan Africa (all income levels),,1990,22310006
Sub-Saharan Africa (all income levels),,1991,22356364
Sub-Saharan Africa (all income levels),,1992,22963820
Sub-Saharan Africa (all income levels),,1993,23326224
Sub-Saharan Africa (all income levels),,1994,23769724
Sub-Saharan Africa (all income levels),,1995,24092250
Sub-Saharan Africa (all income levels),,1996,25363282
Sub-Saharan Africa (all income levels),,1997,24571764
Sub-Saharan Africa (all income levels),,1998,24606964
Sub-Saharan Africa (all income levels),,1999,24507916
Sub-Saharan Africa (all income levels),,2000,23909532
Sub-Saharan Africa (all income levels),,2001,23333958
Sub-Saharan Africa (all income levels),,2002,22969328
Sub-Saharan Africa (all income levels),,2003,22069188
Sub-Saharan Africa (all income levels),,2004,21398548
Sub-Saharan Africa (all income levels),,2005,20490016
Sub-Saharan Africa (all income levels),,2006,19707104
Sub-Saharan Africa (all income levels),,2007,19093852
Sub-Saharan Africa (all income levels),,2008,18696808
Sub-Saharan Africa (all income levels),,2009,18807628
Sub-Saharan Africa (all income levels),,2010,19238428
Sub-Saharan Africa (all income levels),,2011,18880256
Sub-Saharan Africa (all income levels),,2012,18580164
Sub-Saharan Africa (all income levels),,2013,18483448
Sub-Saharan Africa (all income levels),,2014,18537240
Sudan,SDN,2011,1507743
Sudan,SDN,2012,1298832
Suriname,SUR,1977,2273
Suriname,SUR,1978,1898
Suriname,SUR,2005,3202
Suriname,SUR,2006,2545
Suriname,SUR,2007,3840
Suriname,SUR,2008,2277
Suriname,SUR,2009,1388
Suriname,SUR,2011,736
Suriname,SUR,2013,4740
Suriname,SUR,2014,2378
Swaziland,SWZ,1970,19546
Swaziland,SWZ,1971,20164
Swaziland,SWZ,1972,19893
Swaziland,SWZ,1973,19185
Swaziland,SWZ,1974,19069
Swaziland,SWZ,1975,18298
Swaziland,SWZ,1976,18397
Swaziland,SWZ,1977,18435
Swaziland,SWZ,1978,18715
Swaziland,SWZ,1979,18638
Swaziland,SWZ,1981,16469
Swaziland,SWZ,1982,17078
Swaziland,SWZ,1983,17671
Swaziland,SWZ,1984,18192
Swaziland,SWZ,1985,17466
Swaziland,SWZ,1986,19218
Swaziland,SWZ,1987,19433
Swaziland,SWZ,1988,20941
Swaziland,SWZ,1989,21810
Swaziland,SWZ,1990,20937
Swaziland,SWZ,1991,22083
Swaziland,SWZ,1992,22633
Swaziland,SWZ,1993,25099
Swaziland,SWZ,1994,25215
Swaziland,SWZ,1995,25316
Swaziland,SWZ,1996,28704
Swaziland,SWZ,1998,29956
Swaziland,SWZ,1999,31197
Swaziland,SWZ,2000,30017
Swaziland,SWZ,2001,29132
Swaziland,SWZ,2002,29120
Swaziland,SWZ,2003,28540
Swaziland,SWZ,2004,25253
Swaziland,SWZ,2005,24105
Swaziland,SWZ,2006,18322
Swaziland,SWZ,2007,14732
Swaziland,SWZ,2013,22729
Sweden,SWE,1982,12076
Sweden,SWE,1987,5681
Sweden,SWE,1988,4515
Sweden,SWE,1989,3457
Sweden,SWE,1990,1193
Sweden,SWE,1991,362
Sweden,SWE,2000,3091
Sweden,SWE,2002,2488
Sweden,SWE,2003,4129
Sweden,SWE,2004,11554
Sweden,SWE,2005,15833
Sweden,SWE,2006,15920
Sweden,SWE,2007,11752
Sweden,SWE,2008,5325
Sweden,SWE,2009,2741
Sweden,SWE,2010,2638
Sweden,SWE,2011,2155
Sweden,SWE,2012,1486
Sweden,SWE,2013,719
Sweden,SWE,2014,525
Switzerland,CHE,1977,69303
Switzerland,CHE,1978,66891
Switzerland,CHE,1981,59507
Switzerland,CHE,1982,57550
Switzerland,CHE,1983,55862
Switzerland,CHE,1984,54914
Switzerland,CHE,1985,53557
Switzerland,CHE,1986,51325
Switzerland,CHE,1987,47409
Switzerland,CHE,1988,42856
Switzerland,CHE,1989,38480
Switzerland,CHE,1990,34802
Switzerland,CHE,1991,33262
Switzerland,CHE,1992,33773
Switzerland,CHE,1993,35689
Switzerland,CHE,1994,38098
Switzerland,CHE,1995,26407
Switzerland,CHE,1996,21905
Switzerland,CHE,1999,749
Switzerland,CHE,2000,745
Switzerland,CHE,2001,600
Switzerland,CHE,2002,539
Switzerland,CHE,2003,464
Switzerland,CHE,2004,1901
Switzerland,CHE,2005,3980
Switzerland,CHE,2006,4987
Switzerland,CHE,2007,4636
Switzerland,CHE,2008,2758
Switzerland,CHE,2009,1688
Switzerland,CHE,2010,1561
Switzerland,CHE,2011,1047
Switzerland,CHE,2012,869
Switzerland,CHE,2013,251
Switzerland,CHE,2014,278
Syria,SYR,1971,255525
Syria,SYR,1973,211112
Syria,SYR,1978,206483
Syria,SYR,1979,207429
Syria,SYR,1980,193153
Syria,SYR,1981,191300
Syria,SYR,1982,184573
Syria,SYR,1983,181206
Syria,SYR,1984,164220
Syria,SYR,1985,148636
Syria,SYR,1986,130707
Syria,SYR,1987,94619
Syria,SYR,1988,97140
Syria,SYR,1989,93452
Syria,SYR,1990,100509
Syria,SYR,1997,95233
Syria,SYR,2006,16425
Syria,SYR,2007,17477
Syria,SYR,2008,16974
Syria,SYR,2009,19289
Syria,SYR,2013,282256
Tajikistan,TJK,2000,31819
Tajikistan,TJK,2001,33909
Tajikistan,TJK,2002,21875
Tajikistan,TJK,2003,17973
Tajikistan,TJK,2004,15429
Tajikistan,TJK,2005,14544
Tajikistan,TJK,2006,16350
Tajikistan,TJK,2007,17651
Tajikistan,TJK,2008,13448
Tajikistan,TJK,2009,12664
Tajikistan,TJK,2010,11099
Tajikistan,TJK,2011,11301
Tajikistan,TJK,2012,9006
Tajikistan,TJK,2013,9465
Tajikistan,TJK,2014,9736
Tajikistan,TJK,2015,5605
Tanzania,TZA,1981,585024
Tanzania,TZA,1982,681112
Tanzania,TZA,1983,715765
Tanzania,TZA,1985,881832
Tanzania,TZA,1986,936308
Tanzania,TZA,1987,1005925
Tanzania,TZA,1988,1078998
Tanzania,TZA,1989,1117018
Tanzania,TZA,1990,1167515
Tanzania,TZA,1991,1225513
Tanzania,TZA,1992,1267426
Tanzania,TZA,1993,1324900
Tanzania,TZA,1994,1392995
Tanzania,TZA,1995,1435894
Tanzania,TZA,1996,1472219
Tanzania,TZA,1997,1496436
Tanzania,TZA,1998,1546681
Tanzania,TZA,1999,1569249
Tanzania,TZA,2000,1494911
Tanzania,TZA,2001,1407554
Tanzania,TZA,2002,969946
Tanzania,TZA,2003,721326
Tanzania,TZA,2004,583796
Tanzania,TZA,2005,439653
Tanzania,TZA,2006,228991
Tanzania,TZA,2008,174733
Tanzania,TZA,2010,446610
Tanzania,TZA,2012,679855
Tanzania,TZA,2013,841324
Thailand,THA,1973,1016832
Thailand,THA,1974,1017975
Thailand,THA,2006,197232
Thailand,THA,2007,184700
Thailand,THA,2008,165834
Thailand,THA,2009,116198
Thailand,THA,2014,196427
Timor,TLS,2008,21877
Timor,TLS,2009,12505
Timor,TLS,2010,3601
Timor,TLS,2011,1581
Timor,TLS,2012,2656
Timor,TLS,2013,1548
Timor,TLS,2014,484
Togo,TGO,1971,116592
Togo,TGO,1972,117094
Togo,TGO,1978,98206
Togo,TGO,1979,96534
Togo,TGO,1980,97433
Togo,TGO,1982,108770
Togo,TGO,1983,114086
Togo,TGO,1984,137236
Togo,TGO,1985,146674
Togo,TGO,1986,161704
Togo,TGO,1987,147957
Togo,TGO,1988,150316
Togo,TGO,1989,153995
Togo,TGO,1990,152584
Togo,TGO,1991,147481
Togo,TGO,1994,172024
Togo,TGO,1995,146730
Togo,TGO,1996,126413
Togo,TGO,1997,136002
Togo,TGO,2001,89290
Togo,TGO,2003,83686
Togo,TGO,2004,71382
Togo,TGO,2005,71970
Togo,TGO,2007,73547
Togo,TGO,2008,66111
Togo,TGO,2014,57537
Tonga,TON,1970,961
Tonga,TON,1971,1006
Tonga,TON,1972,487
Tonga,TON,1974,900
Tonga,TON,1975,215
Tonga,TON,1983,478
Tonga,TON,1985,130
Tonga,TON,1986,243
Tonga,TON,1990,506
Tonga,TON,1993,484
Tonga,TON,1998,433
Tonga,TON,1999,794
Tonga,TON,2013,190
Tonga,TON,2014,104
Trinidad and Tobago,TTO,1971,6397
Trinidad and Tobago,TTO,1972,7256
Trinidad and Tobago,TTO,1973,7843
Trinidad and Tobago,TTO,1974,7855
Trinidad and Tobago,TTO,1975,6665
Trinidad and Tobago,TTO,1976,3219
Trinidad and Tobago,TTO,1977,3116
Trinidad and Tobago,TTO,1978,4266
Trinidad and Tobago,TTO,1979,7947
Trinidad and Tobago,TTO,1980,10760
Trinidad and Tobago,TTO,1981,6182
Trinidad and Tobago,TTO,1982,5764
Trinidad and Tobago,TTO,1983,4968
Trinidad and Tobago,TTO,1984,6237
Trinidad and Tobago,TTO,1985,5954
Trinidad and Tobago,TTO,1986,7531
Trinidad and Tobago,TTO,1987,6190
Trinidad and Tobago,TTO,1988,5489
Trinidad and Tobago,TTO,1989,7218
Trinidad and Tobago,TTO,1990,7924
Trinidad and Tobago,TTO,1991,10348
Trinidad and Tobago,TTO,1992,11003
Trinidad and Tobago,TTO,1993,11746
Trinidad and Tobago,TTO,1996,10620
Trinidad and Tobago,TTO,1997,10084
Trinidad and Tobago,TTO,1999,1390
Trinidad and Tobago,TTO,2000,1046
Trinidad and Tobago,TTO,2001,1437
Trinidad and Tobago,TTO,2002,3273
Trinidad and Tobago,TTO,2003,2878
Trinidad and Tobago,TTO,2004,2209
Trinidad and Tobago,TTO,2005,4089
Trinidad and Tobago,TTO,2007,2347
Trinidad and Tobago,TTO,2008,1383
Trinidad and Tobago,TTO,2009,1996
Trinidad and Tobago,TTO,2010,977
Tunisia,TUN,1971,159736
Tunisia,TUN,1975,181417
Tunisia,TUN,1978,168091
Tunisia,TUN,1979,159076
Tunisia,TUN,1980,150071
Tunisia,TUN,1981,139387
Tunisia,TUN,1982,123295
Tunisia,TUN,1983,106222
Tunisia,TUN,1990,66869
Tunisia,TUN,1991,59029
Tunisia,TUN,1992,54552
Tunisia,TUN,1993,46800
Tunisia,TUN,1994,44807
Tunisia,TUN,1995,40110
Tunisia,TUN,1996,44749
Tunisia,TUN,1997,48518
Tunisia,TUN,1999,43938
Tunisia,TUN,2000,35210
Tunisia,TUN,2001,20675
Tunisia,TUN,2005,6931
Tunisia,TUN,2006,6739
Tunisia,TUN,2007,12729
Tunisia,TUN,2008,11539
Tunisia,TUN,2009,8260
Turkey,TUR,1974,587586
Turkey,TUR,1994,401388
Turkey,TUR,1995,413133
Turkey,TUR,1997,401556
Turkey,TUR,1999,311778
Turkey,TUR,2006,119777
Turkey,TUR,2008,102641
Turkey,TUR,2009,168761
Turkey,TUR,2010,140732
Turkey,TUR,2011,167772
Turkey,TUR,2012,217557
Turkey,TUR,2013,189760
Tuvalu,TUV,2014,15
Uganda,UGA,1979,808693
Uganda,UGA,1981,811032
Uganda,UGA,1982,797697
Uganda,UGA,1986,700893
Uganda,UGA,2009,173220
Uganda,UGA,2010,288896
Uganda,UGA,2011,197645
Uganda,UGA,2013,180660
Ukraine,UKR,2002,30625
Ukraine,UKR,2003,105616
Ukraine,UKR,2004,105724
Ukraine,UKR,2005,95437
Ukraine,UKR,2006,98243
Ukraine,UKR,2007,96705
Ukraine,UKR,2008,88523
Ukraine,UKR,2009,73221
Ukraine,UKR,2010,38242
Ukraine,UKR,2011,5449
Ukraine,UKR,2014,18974
United Arab Emirates,ARE,1978,6456
United Arab Emirates,ARE,1980,9488
United Arab Emirates,ARE,1981,12427
United Arab Emirates,ARE,1982,10889
United Arab Emirates,ARE,1983,14811
United Arab Emirates,ARE,1984,16067
United Arab Emirates,ARE,1985,17560
United Arab Emirates,ARE,1986,18421
United Arab Emirates,ARE,1987,11723
United Arab Emirates,ARE,1988,10260
United Arab Emirates,ARE,1989,6617
United Arab Emirates,ARE,1992,6666
United Arab Emirates,ARE,1993,8775
United Arab Emirates,ARE,1994,10379
United Arab Emirates,ARE,1995,9235
United Arab Emirates,ARE,1996,11311
United Arab Emirates,ARE,1997,15446
United Arab Emirates,ARE,1998,14252
United Arab Emirates,ARE,1999,19655
United Arab Emirates,ARE,2003,12251
United Arab Emirates,ARE,2004,8465
United Arab Emirates,ARE,2005,4881
United Arab Emirates,ARE,2006,2904
United Arab Emirates,ARE,2007,4381
United Arab Emirates,ARE,2009,12287
United Arab Emirates,ARE,2010,7437
United Arab Emirates,ARE,2011,10742
United Arab Emirates,ARE,2012,7055
United Arab Emirates,ARE,2013,7475
United Arab Emirates,ARE,2014,6748
United Kingdom,GBR,1971,50341
United Kingdom,GBR,1972,78610
United Kingdom,GBR,1973,105342
United Kingdom,GBR,1974,116655
United Kingdom,GBR,1975,114517
United Kingdom,GBR,1976,106349
United Kingdom,GBR,1977,96494
United Kingdom,GBR,1978,91527
United Kingdom,GBR,1979,84940
United Kingdom,GBR,1980,50059
United Kingdom,GBR,1981,49946
United Kingdom,GBR,1982,68294
United Kingdom,GBR,1983,101643
United Kingdom,GBR,1984,111870
United Kingdom,GBR,1985,128143
United Kingdom,GBR,1986,94239
United Kingdom,GBR,1987,35378
United Kingdom,GBR,1988,2708
United Kingdom,GBR,1991,32331
United Kingdom,GBR,1992,67609
United Kingdom,GBR,1998,3817
United Kingdom,GBR,1999,510
United Kingdom,GBR,2000,377
United Kingdom,GBR,2002,3329
United Kingdom,GBR,2003,304
United Kingdom,GBR,2004,13804
United Kingdom,GBR,2005,203
United Kingdom,GBR,2006,2741
United Kingdom,GBR,2007,42954
United Kingdom,GBR,2008,19799
United Kingdom,GBR,2009,26465
United Kingdom,GBR,2010,11728
United Kingdom,GBR,2011,4775
United Kingdom,GBR,2012,5557
United States,USA,1986,553310
United States,USA,1987,388666
United States,USA,1990,139641
United States,USA,1991,185061
United States,USA,1993,432279
United States,USA,1994,438849
United States,USA,1995,314975
United States,USA,1996,362908
United States,USA,1999,259096
United States,USA,2000,268623
United States,USA,2001,234904
United States,USA,2002,386200
United States,USA,2003,460956
United States,USA,2004,581278
United States,USA,2005,474297
United States,USA,2006,320259
United States,USA,2007,249321
United States,USA,2008,239583
United States,USA,2009,340525
United States,USA,2010,575966
United States,USA,2011,636727
United States,USA,2012,706575
United States,USA,2013,886724
United States,USA,2014,672446
Upper middle income,,1986,14310129
Upper middle income,,1987,10694889
Upper middle income,,1988,8921779
Upper middle income,,1989,8320305
Upper middle income,,1990,7518866
Upper middle income,,1991,6930072
Upper middle income,,1992,6903083
Upper middle income,,1993,7507066
Upper middle income,,1994,8634435
Upper middle income,,1995,9786926
Upper middle income,,1996,10604947
Upper middle income,,1997,11150662
Upper middle income,,1998,9011893
Upper middle income,,1999,6918770
Upper middle income,,2000,6251363
Upper middle income,,2001,5376780
Upper middle income,,2002,2767794
Upper middle income,,2003,2936789
Upper middle income,,2004,2740699
Upper middle income,,2005,4364104
Upper middle income,,2006,4763545
Upper middle income,,2007,4396722
Upper middle income,,2008,3979854
Upper middle income,,2009,3855484
Upper middle income,,2010,3967236
Upper middle income,,2011,4041480
Upper middle income,,2012,4128052
Upper middle income,,2013,4420509
Upper middle income,,2014,4376233
Uruguay,URY,1984,22280
Uruguay,URY,1991,11464
Uruguay,URY,1992,8615
Uruguay,URY,1993,7485
Uruguay,URY,1994,10075
Uruguay,URY,1995,10907
Uruguay,URY,1996,11588
Uruguay,URY,1997,11653
Uruguay,URY,2005,4003
Uruguay,URY,2007,2823
Uruguay,URY,2008,1435
Uruguay,URY,2009,1295
Uruguay,URY,2013,872
Uzbekistan,UZB,2007,38584
Uzbekistan,UZB,2008,57326
Uzbekistan,UZB,2009,67202
Uzbekistan,UZB,2010,91492
Uzbekistan,UZB,2011,91483
Vanuatu,VUT,1981,1529
Vanuatu,VUT,1989,3017
Vanuatu,VUT,1999,425
Vanuatu,VUT,2004,411
Venezuela,VEN,1999,234672
Venezuela,VEN,2000,193177
Venezuela,VEN,2001,149831
Venezuela,VEN,2002,103276
Venezuela,VEN,2003,125005
Venezuela,VEN,2004,121227
Venezuela,VEN,2005,138186
Venezuela,VEN,2006,127590
Venezuela,VEN,2007,111800
Venezuela,VEN,2008,141427
Venezuela,VEN,2009,111478
Venezuela,VEN,2010,98313
Venezuela,VEN,2011,98830
Venezuela,VEN,2012,121854
Venezuela,VEN,2013,132355
Venezuela,VEN,2014,116395
World,OWID_WRL,1970,77901432
World,OWID_WRL,1971,80751864
World,OWID_WRL,1972,79905400
World,OWID_WRL,1973,74521208
World,OWID_WRL,1974,73729424
World,OWID_WRL,1975,71085904
World,OWID_WRL,1976,70765240
World,OWID_WRL,1977,73781104
World,OWID_WRL,1978,80379912
World,OWID_WRL,1979,81066592
World,OWID_WRL,1980,78491256
World,OWID_WRL,1981,76414128
World,OWID_WRL,1982,75475208
World,OWID_WRL,1983,74899992
World,OWID_WRL,1984,73724928
World,OWID_WRL,1985,70561152
World,OWID_WRL,1986,66738688
World,OWID_WRL,1987,65308340
World,OWID_WRL,1988,62960992
World,OWID_WRL,1989,61891160
World,OWID_WRL,1990,62867884
World,OWID_WRL,1991,62691536
World,OWID_WRL,1992,63774036
World,OWID_WRL,1993,63711784
World,OWID_WRL,1994,63740156
World,OWID_WRL,1995,65457604
World,OWID_WRL,1996,66672960
World,OWID_WRL,1997,66430692
World,OWID_WRL,1998,64759964
World,OWID_WRL,1999,61372616
World,OWID_WRL,2000,57790936
World,OWID_WRL,2001,55180792
World,OWID_WRL,2002,51102192
World,OWID_WRL,2003,44272372
World,OWID_WRL,2004,41446972
World,OWID_WRL,2005,40687000
World,OWID_WRL,2006,38548760
World,OWID_WRL,2007,34844008
World,OWID_WRL,2008,33279332
World,OWID_WRL,2009,32821924
World,OWID_WRL,2010,32510064
World,OWID_WRL,2011,31850868
World,OWID_WRL,2012,31473352
World,OWID_WRL,2013,31993956
World,OWID_WRL,2014,32064158
Yemen,YEM,1999,928880
Yemen,YEM,2003,737671
Yemen,YEM,2004,684146
Yemen,YEM,2005,623264
Yemen,YEM,2008,561850
Yemen,YEM,2010,492662
Yemen,YEM,2012,435504
Yemen,YEM,2013,423470
Zambia,ZMB,1972,111157
Zambia,ZMB,1976,120731
Zambia,ZMB,1977,126000
Zambia,ZMB,1978,135426
Zambia,ZMB,1979,140893
Zambia,ZMB,1980,144347
Zambia,ZMB,1981,147339
Zambia,ZMB,1982,152570
Zambia,ZMB,1983,148622
Zambia,ZMB,1984,148062
Zambia,ZMB,1986,148166
Zambia,ZMB,1988,170399
Zambia,ZMB,1994,258429
Zambia,ZMB,1995,283897
Zambia,ZMB,1998,344141
Zambia,ZMB,1999,367232
Zambia,ZMB,2000,369246
Zambia,ZMB,2001,373698
Zambia,ZMB,2002,349358
Zambia,ZMB,2004,209945
Zambia,ZMB,2005,108346
Zambia,ZMB,2006,121390
Zambia,ZMB,2007,103029
Zambia,ZMB,2009,125226
Zambia,ZMB,2010,164998
Zambia,ZMB,2011,117723
Zambia,ZMB,2012,95905
Zambia,ZMB,2013,147141
Zimbabwe,ZWE,1998,218525
Zimbabwe,ZWE,1999,195158
Zimbabwe,ZWE,2000,187415
Zimbabwe,ZWE,2001,156802
Zimbabwe,ZWE,2002,194836
Zimbabwe,ZWE,2003,203111
Zimbabwe,ZWE,2012,130366
Zimbabwe,ZWE,2013,172963
