Entity,Code,Year,"Health expenditure, public (% of total health expenditure) (% of total health expenditure)"
Kyrgyzstan,KGZ,2009,55.70851683
Kyrgyzstan,KGZ,2010,55.7301089
Kyrgyzstan,KGZ,2011,59.89071356
Kyrgyzstan,KGZ,2012,60.1878897
Kyrgyzstan,KGZ,2013,58.09472674
Kyrgyzstan,KGZ,2014,56.13157062
Laos,LAO,1995,57.79511607
Laos,LAO,1996,49.82140473
Laos,LAO,1997,44.96637084
Laos,LAO,1998,34.1057045
Laos,LAO,1999,29.46874566
Laos,LAO,2000,33.13659944
Laos,LAO,2001,27.27132885
Laos,LAO,2002,26.79924002
Laos,LAO,2003,25.87963519
Laos,LAO,2004,17.64568089
Laos,LAO,2005,17.01785608
Laos,LAO,2006,27.68347196
Laos,LAO,2007,24.84634723
Laos,LAO,2008,36.15457662
Laos,LAO,2009,49.28393613
Laos,LAO,2010,46.54958711
Laos,LAO,2011,38.04984175
Laos,LAO,2012,37.3900179
Laos,LAO,2013,48.25320679
Laos,LAO,2014,50.53394553
Late-demographic dividend,,1995,53.4271361256698
Late-demographic dividend,,1996,52.1752138363826
Late-demographic dividend,,1997,53.2424693119605
Late-demographic dividend,,1998,50.6973349415272
Late-demographic dividend,,1999,50.6789261059947
Late-demographic dividend,,2000,48.5203641650463
Late-demographic dividend,,2001,48.941601023017
Late-demographic dividend,,2002,49.8358892751464
Late-demographic dividend,,2003,49.9786333368879
Late-demographic dividend,,2004,50.8713293801511
Late-demographic dividend,,2005,50.1138332046005
Late-demographic dividend,,2006,51.2205714286734
Late-demographic dividend,,2007,53.6039274204744
Late-demographic dividend,,2008,54.171723873055
Late-demographic dividend,,2009,54.777798729091
Late-demographic dividend,,2010,54.8961526959699
Late-demographic dividend,,2011,55.2772818164075
Late-demographic dividend,,2012,55.5499072524872
Late-demographic dividend,,2013,55.3448250010877
Late-demographic dividend,,2014,55.7678948858279
Latin America & Caribbean,,1995,47.3534341316726
Latin America & Caribbean,,1996,46.1527554126443
Latin America & Caribbean,,1997,47.4652488683048
Latin America & Caribbean,,1998,48.0379466225891
Latin America & Caribbean,,1999,49.7140693162928
Latin America & Caribbean,,2000,48.2354779962526
Latin America & Caribbean,,2001,48.5137244336803
Latin America & Caribbean,,2002,48.4559232514273
Latin America & Caribbean,,2003,46.7843879593844
Latin America & Caribbean,,2004,48.2078725454441
Latin America & Caribbean,,2005,46.4014298036209
Latin America & Caribbean,,2006,46.6821871601532
Latin America & Caribbean,,2007,47.4717767049286
Latin America & Caribbean,,2008,48.3872906754284
Latin America & Caribbean,,2009,50.5141975795269
Latin America & Caribbean,,2010,50.7078910611366
Latin America & Caribbean,,2011,51.0387322032516
Latin America & Caribbean,,2012,50.216466638781
Latin America & Caribbean,,2013,50.8283470479341
Latin America & Caribbean,,2014,51.1970914642192
Latin America & Caribbean (IDA & IBRD),,1995,46.8857237116314
Latin America & Caribbean (IDA & IBRD),,1996,45.6703343659195
Latin America & Caribbean (IDA & IBRD),,1997,47.0123769548464
Latin America & Caribbean (IDA & IBRD),,1998,47.5609272355863
Latin America & Caribbean (IDA & IBRD),,1999,49.1365102584925
Latin America & Caribbean (IDA & IBRD),,2000,47.6299999220713
Latin America & Caribbean (IDA & IBRD),,2001,47.8683524343871
Latin America & Caribbean (IDA & IBRD),,2002,47.6669873004522
Latin America & Caribbean (IDA & IBRD),,2003,45.9662060978886
Latin America & Caribbean (IDA & IBRD),,2004,47.5120398640702
Latin America & Caribbean (IDA & IBRD),,2005,45.3702992555469
Latin America & Caribbean (IDA & IBRD),,2006,45.8086591771558
Latin America & Caribbean (IDA & IBRD),,2007,46.2531905159959
Latin America & Caribbean (IDA & IBRD),,2008,47.359232980751
Latin America & Caribbean (IDA & IBRD),,2009,49.4414359482874
Latin America & Caribbean (IDA & IBRD),,2010,49.9151765632879
Latin America & Caribbean (IDA & IBRD),,2011,50.2560378320503
Latin America & Caribbean (IDA & IBRD),,2012,49.5423072569625
Latin America & Caribbean (IDA & IBRD),,2013,50.0660462863923
Latin America & Caribbean (IDA & IBRD),,2014,50.2351337214607
Latin America & Caribbean (excluding high income),,1995,47.6750528309897
Latin America & Caribbean (excluding high income),,1996,46.354246897614
Latin America & Caribbean (excluding high income),,1997,47.7128700323967
Latin America & Caribbean (excluding high income),,1998,48.3505624440438
Latin America & Caribbean (excluding high income),,1999,49.8767553329829
Latin America & Caribbean (excluding high income),,2000,48.2506504403793
Latin America & Caribbean (excluding high income),,2001,48.5101299415657
Latin America & Caribbean (excluding high income),,2002,48.3289247845289
Latin America & Caribbean (excluding high income),,2003,47.3408248769939
Latin America & Caribbean (excluding high income),,2004,48.5175613726124
Latin America & Caribbean (excluding high income),,2005,46.5743904292546
Latin America & Caribbean (excluding high income),,2006,46.7271743587146
Latin America & Caribbean (excluding high income),,2007,47.6281890162564
Latin America & Caribbean (excluding high income),,2008,48.4620504964723
Latin America & Caribbean (excluding high income),,2009,50.55688475935
Latin America & Caribbean (excluding high income),,2010,50.714411837479
Latin America & Caribbean (excluding high income),,2011,51.0430769679593
Latin America & Caribbean (excluding high income),,2012,50.1152218078952
Latin America & Caribbean (excluding high income),,2013,50.718511863253
Latin America & Caribbean (excluding high income),,2014,51.0301595577835
Latvia,LVA,1995,66.27430234
Latvia,LVA,1996,57.76643455
Latvia,LVA,1997,55.77187407
Latvia,LVA,1998,59.23957203
Latvia,LVA,1999,58.3515682
Latvia,LVA,2000,54.38544448
Latvia,LVA,2001,51.20520722
Latvia,LVA,2002,52.13778874
Latvia,LVA,2003,52.81609283
Latvia,LVA,2004,56.58160326
Latvia,LVA,2005,57.06089477
Latvia,LVA,2006,64.09423581
Latvia,LVA,2007,60.69433888
Latvia,LVA,2008,62.20514164
Latvia,LVA,2009,59.5053022
Latvia,LVA,2010,60.11253319
Latvia,LVA,2011,63.50108871
Latvia,LVA,2012,60.5464873
Latvia,LVA,2013,62.43899573
Latvia,LVA,2014,63.17676574
Least developed countries: UN classification,,1995,35.4679997251912
Least developed countries: UN classification,,1996,35.286165591211
Least developed countries: UN classification,,1997,36.8087049210035
Least developed countries: UN classification,,1998,36.7075287245625
Least developed countries: UN classification,,1999,36.5429352971326
Least developed countries: UN classification,,2000,36.5326686753689
Least developed countries: UN classification,,2001,40.474999787704
Least developed countries: UN classification,,2002,39.5586226791802
Least developed countries: UN classification,,2003,39.9086887693908
Least developed countries: UN classification,,2004,40.2536159828737
Least developed countries: UN classification,,2005,40.9427385314283
Least developed countries: UN classification,,2006,43.5975428930741
Least developed countries: UN classification,,2007,41.0321840312342
Least developed countries: UN classification,,2008,42.1821341517337
Least developed countries: UN classification,,2009,39.8124570123034
Least developed countries: UN classification,,2010,40.1523228235664
Least developed countries: UN classification,,2011,40.931408740158
Least developed countries: UN classification,,2012,40.6613126675809
Least developed countries: UN classification,,2013,41.5618679854941
Least developed countries: UN classification,,2014,40.116747100792
Lebanon,LBN,1995,33.76644962
Lebanon,LBN,1996,37.14834353
Lebanon,LBN,1997,38.74851431
Lebanon,LBN,1998,27.53320871
Lebanon,LBN,1999,27.07536469
Lebanon,LBN,2000,29.52005874
Lebanon,LBN,2001,34.24265355
Lebanon,LBN,2002,37.18317788
Lebanon,LBN,2003,37.58576599
Lebanon,LBN,2004,41.66162562
Lebanon,LBN,2005,44.4705407
Lebanon,LBN,2006,41.13110674
Lebanon,LBN,2007,41.72997983
Lebanon,LBN,2008,38.96665183
Lebanon,LBN,2009,42.06914146
Lebanon,LBN,2010,37.66409298
Lebanon,LBN,2011,38.51825278
Lebanon,LBN,2012,46.28649731
Lebanon,LBN,2013,46.04423046
Lebanon,LBN,2014,47.60812042
Lesotho,LSO,1995,47.73493204
Lesotho,LSO,1996,50.42491657
Lesotho,LSO,1997,46.40121677
Lesotho,LSO,1998,47.76812952
Lesotho,LSO,1999,47.92127945
Lesotho,LSO,2000,50.23691405
Lesotho,LSO,2001,58.06874599
Lesotho,LSO,2002,55.46190111
Lesotho,LSO,2003,56.59186395
Lesotho,LSO,2004,56.55228151
Lesotho,LSO,2005,52.5677563
Lesotho,LSO,2006,58.68454094
Lesotho,LSO,2007,66.10425479
Lesotho,LSO,2008,68.46407776
Lesotho,LSO,2009,71.46756534
Lesotho,LSO,2010,74.33228916
Lesotho,LSO,2011,77.08711115
Lesotho,LSO,2012,75.7951209
Lesotho,LSO,2013,75.93877414
Lesotho,LSO,2014,76.11992544
Liberia,LBR,1998,24.6472612
Liberia,LBR,1999,26.0545831
Liberia,LBR,2000,24.50062325
Liberia,LBR,2001,25.70600219
Liberia,LBR,2002,20.10305988
Liberia,LBR,2003,34.59834019
Liberia,LBR,2004,27.51428962
Liberia,LBR,2005,19.33154461
Liberia,LBR,2006,18.38112927
Liberia,LBR,2007,27.04382657
Liberia,LBR,2008,33
Liberia,LBR,2009,23.1793696
Liberia,LBR,2010,23.09680415
Liberia,LBR,2011,34.9627391
Liberia,LBR,2012,33.24344176
Liberia,LBR,2013,30.6038096
Liberia,LBR,2014,31.47806024
Libya,LBY,1995,46.20933599
Libya,LBY,1996,49.63270562
Libya,LBY,1997,51.793036
Libya,LBY,1998,48.31627921
Libya,LBY,1999,45.25269811
Libya,LBY,2000,48.70888862
Libya,LBY,2001,54.47205624
Libya,LBY,2002,66.91075834
Libya,LBY,2003,66.24486732
Libya,LBY,2004,65.78649162
Libya,LBY,2005,64.65328347
Libya,LBY,2006,65.36802146
Libya,LBY,2007,66.55811289
Libya,LBY,2008,67.72749876
Libya,LBY,2009,68.87511582
Libya,LBY,2010,70
Libya,LBY,2011,63.31227458
Libya,LBY,2012,70.25226944
Libya,LBY,2013,69.66782956
Libya,LBY,2014,73.5384773
Lithuania,LTU,1995,74.15342087
Lithuania,LTU,1996,70.37398755
Lithuania,LTU,1997,72.51133572
Lithuania,LTU,1998,75.9502924
Lithuania,LTU,1999,74.90815577
Lithuania,LTU,2000,69.7071693
Lithuania,LTU,2001,72.64705882
Lithuania,LTU,2002,74.92328483
Lithuania,LTU,2003,76.31629698
Lithuania,LTU,2004,67.55078227
Lithuania,LTU,2005,67.76556661
Lithuania,LTU,2006,69.50928508
Lithuania,LTU,2007,72.98020023
Lithuania,LTU,2008,72.39590483
Lithuania,LTU,2009,72.82428513
Lithuania,LTU,2010,70.81405022
Lithuania,LTU,2011,69.12425526
Lithuania,LTU,2012,65.23107462
Lithuania,LTU,2013,65.43757176
Lithuania,LTU,2014,67.86950769
Low & middle income,,1995,48.0935570700031
Low & middle income,,1996,47.3656286070374
Low & middle income,,1997,48.0804583162384
Low & middle income,,1998,46.5937900203989
Low & middle income,,1999,46.1536489043018
Low & middle income,,2000,45.1242302573365
Low & middle income,,2001,44.8293057384245
Low & middle income,,2002,44.7945181497074
Low & middle income,,2003,44.7404959114522
Low & middle income,,2004,45.8814733713427
Low & middle income,,2005,45.6606369482255
Low & middle income,,2006,46.8835836740294
Low & middle income,,2007,48.811680965662
Low & middle income,,2008,49.7256976609508
Low & middle income,,2009,50.7546047745249
Low & middle income,,2010,50.6528592022956
Low & middle income,,2011,51.2990910189738
Low & middle income,,2012,51.6794084376085
Low & middle income,,2013,51.6863250151502
Low & middle income,,2014,51.7438543672342
Low income,,1995,34.2997355496577
Low income,,1996,33.3553310385152
Low income,,1997,33.659007742161
Low income,,1998,35.2373381648775
Low income,,1999,33.8898937299183
Low income,,2000,35.1996951105634
Low income,,2001,40.0909129703541
Low income,,2002,38.7716773520412
Low income,,2003,40.477269041963
Low income,,2004,40.6621496493965
Low income,,2005,42.514691626855
Low income,,2006,43.8162608687162
Low income,,2007,40.7341591829144
Low income,,2008,41.5990299308835
Low income,,2009,40.3742618579542
Low income,,2010,40.5183222761252
Low income,,2011,41.6083564617407
Low income,,2012,42.1576499399851
Low income,,2013,41.4799781586616
Low income,,2014,42.3559605699289
Lower middle income,,1995,35.7812240040138
Lower middle income,,1996,35.1673728641462
Lower middle income,,1997,34.2821888624865
Lower middle income,,1998,33.7816470743001
Lower middle income,,1999,35.2137327438232
Lower middle income,,2000,34.8989754585984
Lower middle income,,2001,34.3735133227601
Lower middle income,,2002,33.7270429057928
Lower middle income,,2003,33.0311873172238
Lower middle income,,2004,34.2352815764806
Lower middle income,,2005,33.8279104638019
Lower middle income,,2006,35.309533564392
Lower middle income,,2007,35.6299187922241
Lower middle income,,2008,36.4328115789552
Lower middle income,,2009,36.40904117568
Lower middle income,,2010,36.070854542522
Lower middle income,,2011,36.1186544577061
Lower middle income,,2012,36.9843947700423
Lower middle income,,2013,37.4395167312485
Lower middle income,,2014,37.1297578862457
Luxembourg,LUX,1995,92.43665505
Luxembourg,LUX,1996,92.80529605
Luxembourg,LUX,1997,92.48339684
Luxembourg,LUX,1998,92.4193908
Luxembourg,LUX,1999,89.79028221
Luxembourg,LUX,2000,85.0723376
Luxembourg,LUX,2001,84.25469279
Luxembourg,LUX,2002,85.5346188
Luxembourg,LUX,2003,84.22303654
Luxembourg,LUX,2004,84.81018111
Luxembourg,LUX,2005,84.92273163
Luxembourg,LUX,2006,85.13320696
Luxembourg,LUX,2007,85.61443558
Luxembourg,LUX,2008,88.47706729
Luxembourg,LUX,2009,86.58001115
Luxembourg,LUX,2010,85.85860048
Luxembourg,LUX,2011,85.28446671
Luxembourg,LUX,2012,83.45683136
Luxembourg,LUX,2013,83.68064813
Luxembourg,LUX,2014,83.92825283
Macedonia,MKD,1995,59.55487163
Macedonia,MKD,1996,59.68184709
Macedonia,MKD,1997,61.14396404
Macedonia,MKD,1998,64.95130526
Macedonia,MKD,1999,60.70183108
Macedonia,MKD,2000,56.18900357
Macedonia,MKD,2001,56.59116272
Macedonia,MKD,2002,57.59681745
Macedonia,MKD,2003,56.98500976
Macedonia,MKD,2004,58.29646737
Macedonia,MKD,2005,60.11959289
Macedonia,MKD,2006,64.05644098
Macedonia,MKD,2007,64.43700619
Macedonia,MKD,2008,69.29345671
Macedonia,MKD,2009,66.16099844
Macedonia,MKD,2010,62.8229158
Macedonia,MKD,2011,64.6322436
Macedonia,MKD,2012,65.43886069
Macedonia,MKD,2013,69.21999023
Macedonia,MKD,2014,63.32895964
Madagascar,MDG,1995,35.45977869
Madagascar,MDG,1996,42.39269522
Madagascar,MDG,1997,44.92621641
Madagascar,MDG,1998,43.50053888
Madagascar,MDG,1999,44.86341615
Madagascar,MDG,2000,50.64962676
Madagascar,MDG,2001,54.30210849
Madagascar,MDG,2002,51.81263207
Madagascar,MDG,2003,46.95912992
Madagascar,MDG,2004,49.86134183
Madagascar,MDG,2005,52.11608589
Madagascar,MDG,2006,55.12062306
Madagascar,MDG,2007,54.97238656
Madagascar,MDG,2008,53.80469105
Madagascar,MDG,2009,51.23487763
Madagascar,MDG,2010,53.58492983
Madagascar,MDG,2011,57.50956953
Madagascar,MDG,2012,52.54581495
Madagascar,MDG,2013,61.73200953
Madagascar,MDG,2014,48.44599186
Malawi,MWI,1995,36.96382158
Malawi,MWI,1996,27.38320174
Malawi,MWI,1997,31.07124801
Malawi,MWI,1998,34.1612256
Malawi,MWI,1999,34.89978113
Malawi,MWI,2000,45.77659676
Malawi,MWI,2001,43.66222771
Malawi,MWI,2002,60.3945588
Malawi,MWI,2003,72.13277017
Malawi,MWI,2004,73.14276417
Malawi,MWI,2005,73.96475596
Malawi,MWI,2006,68.88707891
Malawi,MWI,2007,47.42131989
Malawi,MWI,2008,56.99052626
Malawi,MWI,2009,60.77970021
Malawi,MWI,2010,63.10627558
Malawi,MWI,2011,59.40326998
Malawi,MWI,2012,56.12193991
Malawi,MWI,2013,52.85035537
Malawi,MWI,2014,52.72142732
Malaysia,MYS,1995,56.46301943
Malaysia,MYS,1996,57.73399927
Malaysia,MYS,1997,55.18243665
Malaysia,MYS,1998,55.46278429
Malaysia,MYS,1999,55.47372227
Malaysia,MYS,2000,55.76305375
Malaysia,MYS,2001,58.58535415
Malaysia,MYS,2002,57.55669725
Malaysia,MYS,2003,59.73892902
Malaysia,MYS,2004,56.55762402
Malaysia,MYS,2005,51.36463518
Malaysia,MYS,2006,55.05443089
Malaysia,MYS,2007,54.41124861
Malaysia,MYS,2008,55.79224768
Malaysia,MYS,2009,58.79005134
Malaysia,MYS,2010,57.29433837
Malaysia,MYS,2011,54.93906625
Malaysia,MYS,2012,55.22337578
Malaysia,MYS,2013,54.83035846
Malaysia,MYS,2014,55.17502896
Maldives,MDV,1995,60.8048869
Maldives,MDV,1996,56.55121038
Maldives,MDV,1997,55.48975058
Maldives,MDV,1998,61.87554629
Maldives,MDV,1999,64.40457735
Maldives,MDV,2000,64.02329604
Maldives,MDV,2001,63.37642172
Maldives,MDV,2002,61.74565182
Maldives,MDV,2003,64.06918522
Maldives,MDV,2004,65.83535643
Maldives,MDV,2005,74.82420158
Maldives,MDV,2006,71.05792727
Maldives,MDV,2007,68.55756922
Maldives,MDV,2008,75.50986425
Maldives,MDV,2009,73.00441828
Maldives,MDV,2010,66.50599017
Maldives,MDV,2011,69.12364946
Maldives,MDV,2012,70.96489687
Maldives,MDV,2013,74.02046637
Maldives,MDV,2014,78.32698406
Mali,MLI,1995,52.26098995
Mali,MLI,1996,39.58027497
Mali,MLI,1997,36.11852185
Mali,MLI,1998,34.45498935
Mali,MLI,1999,30.08370801
Mali,MLI,2000,32.89274614
Mali,MLI,2001,44.93317304
Mali,MLI,2002,40.19072308
Mali,MLI,2003,44.11469983
Mali,MLI,2004,49.23467844
Mali,MLI,2005,47.95805927
Mali,MLI,2006,48.27493493
Mali,MLI,2007,48.2835665
Mali,MLI,2008,46.54460819
Mali,MLI,2009,45.97497839
Mali,MLI,2010,44.19759603
Mali,MLI,2011,45.76437716
Mali,MLI,2012,34.80501797
Mali,MLI,2013,17.2439857
Mali,MLI,2014,22.85243455
Malta,MLT,1995,67.5309728
Malta,MLT,1996,67.60217745
Malta,MLT,1997,70.19480172
Malta,MLT,1998,68.94436871
Malta,MLT,1999,68.32156786
Malta,MLT,2000,69.41709297
Malta,MLT,2001,67.94818775
Malta,MLT,2002,69.08602947
Malta,MLT,2003,68.78686298
Malta,MLT,2004,66.80733856
Malta,MLT,2005,67.89395696
Malta,MLT,2006,67.68653732
Malta,MLT,2007,65.60245392
Malta,MLT,2008,63.23578727
Malta,MLT,2009,63.01492876
Malta,MLT,2010,62.89203901
Malta,MLT,2011,67.32169401
Malta,MLT,2012,66.5766101
Malta,MLT,2013,66.25949888
Malta,MLT,2014,69.1639542
Marshall Islands,MHL,1995,90.98416537
Marshall Islands,MHL,1996,85.66855504
Marshall Islands,MHL,1997,86.36226698
Marshall Islands,MHL,1998,85.36614453
Marshall Islands,MHL,1999,85.44916665
Marshall Islands,MHL,2000,87.93379139
Marshall Islands,MHL,2001,85.97888726
Marshall Islands,MHL,2002,85.04941179
Marshall Islands,MHL,2003,84.24600959
Marshall Islands,MHL,2004,84.5888958
Marshall Islands,MHL,2005,84.24487926
Marshall Islands,MHL,2006,86.13995112
Marshall Islands,MHL,2007,86.1435497
Marshall Islands,MHL,2008,84.81830089
Marshall Islands,MHL,2009,84.45565167
Marshall Islands,MHL,2010,83.05783894
Marshall Islands,MHL,2011,83.02457488
Marshall Islands,MHL,2012,83.39571255
Marshall Islands,MHL,2013,84.41533898
Marshall Islands,MHL,2014,84.32190816
Mauritania,MRT,1995,47.98633315
Mauritania,MRT,1996,35.52780326
Mauritania,MRT,1997,38.1355657
Mauritania,MRT,1998,45.11491177
Mauritania,MRT,1999,54.42025137
Mauritania,MRT,2000,52.72233404
Mauritania,MRT,2001,43.3328401
Mauritania,MRT,2002,53.89274146
Mauritania,MRT,2003,48.12332613
Mauritania,MRT,2004,52.37722424
Mauritania,MRT,2005,48.34359932
Mauritania,MRT,2006,45.13116645
Mauritania,MRT,2007,46.72300215
Mauritania,MRT,2008,41.98043565
Mauritania,MRT,2009,47.52138542
Mauritania,MRT,2010,46.38289641
Mauritania,MRT,2011,44.57423682
Mauritania,MRT,2012,40.76257513
Mauritania,MRT,2013,47.49073466
Mauritania,MRT,2014,49.59357327
Mauritius,MUS,1995,54.61711813
Mauritius,MUS,1996,53.99251941
Mauritius,MUS,1997,54.15784903
Mauritius,MUS,1998,54.65934328
Mauritius,MUS,1999,54.00545616
Mauritius,MUS,2000,52.05728433
Mauritius,MUS,2001,51.8487591
Mauritius,MUS,2002,51.47668865
Mauritius,MUS,2003,52.76587642
Mauritius,MUS,2004,54.72999867
Mauritius,MUS,2005,49.56380537
Mauritius,MUS,2006,46.76056767
Mauritius,MUS,2007,44.16097356
Mauritius,MUS,2008,38.73374935
Mauritius,MUS,2009,43.65566355
Mauritius,MUS,2010,48.86391006
Mauritius,MUS,2011,48.98124253
Mauritius,MUS,2012,48.20403937
Mauritius,MUS,2013,49.06246169
Mauritius,MUS,2014,49.16652038
Mexico,MEX,1995,42.13422486
Mexico,MEX,1996,41.40586996
Mexico,MEX,1997,44.70647149
Mexico,MEX,1998,46.02371313
Mexico,MEX,1999,47.81025579
Mexico,MEX,2000,46.56197437
Mexico,MEX,2001,44.8098859
Mexico,MEX,2002,43.8687415
Mexico,MEX,2003,42.20092973
Mexico,MEX,2004,43.9903466
Mexico,MEX,2005,43.32798565
Mexico,MEX,2006,43.90032494
Mexico,MEX,2007,44.66761031
Mexico,MEX,2008,45.55008672
Mexico,MEX,2009,46.93798527
Mexico,MEX,2010,48.53113483
Mexico,MEX,2011,50.75142371
Mexico,MEX,2012,50.86174802
Mexico,MEX,2013,51.73704142
Mexico,MEX,2014,51.76832297
Micronesia (country),FSM,1995,94.96788603
Micronesia (country),FSM,1996,94.32259347
Micronesia (country),FSM,1997,93.52954975
Micronesia (country),FSM,1998,93.00970384
Micronesia (country),FSM,1999,93.22465259
Micronesia (country),FSM,2000,93.29563003
Micronesia (country),FSM,2001,93.28345273
Micronesia (country),FSM,2002,92.45022173
Micronesia (country),FSM,2003,93.18239521
Micronesia (country),FSM,2004,93.07724333
Micronesia (country),FSM,2005,93.38837517
Micronesia (country),FSM,2006,92.53513657
Micronesia (country),FSM,2007,92.87180323
Micronesia (country),FSM,2008,90.36679594
Micronesia (country),FSM,2009,90.57029127
Micronesia (country),FSM,2010,91.18131785
Micronesia (country),FSM,2011,91.14064015
Micronesia (country),FSM,2012,90.76368974
Micronesia (country),FSM,2013,90.32956392
Micronesia (country),FSM,2014,90.71153126
Middle East & North Africa,,1995,56.5129767604398
Middle East & North Africa,,1996,57.2547436777174
Middle East & North Africa,,1997,56.4550440831249
Middle East & North Africa,,1998,54.3490615844199
Middle East & North Africa,,1999,53.6487187801439
Middle East & North Africa,,2000,53.7964118581497
Middle East & North Africa,,2001,54.8748388954277
Middle East & North Africa,,2002,56.4952628238314
Middle East & North Africa,,2003,57.2690601495328
Middle East & North Africa,,2004,55.8024021033246
Middle East & North Africa,,2005,55.8116167959872
Middle East & North Africa,,2006,58.1778124052215
Middle East & North Africa,,2007,57.0414765509907
Middle East & North Africa,,2008,56.1677537093121
Middle East & North Africa,,2009,57.0844913026704
Middle East & North Africa,,2010,54.2880229174834
Middle East & North Africa,,2011,55.7965736448032
Middle East & North Africa,,2012,57.908321669653
Middle East & North Africa,,2013,59.9782448359868
Middle East & North Africa,,2014,60.7393863733014
Middle East & North Africa (IDA & IBRD),,1995,46.3059921847097
Middle East & North Africa (IDA & IBRD),,1996,47.0676995465549
Middle East & North Africa (IDA & IBRD),,1997,46.3102775912276
Middle East & North Africa (IDA & IBRD),,1998,45.5928464907383
Middle East & North Africa (IDA & IBRD),,1999,42.8049284751608
Middle East & North Africa (IDA & IBRD),,2000,43.2108225992735
Middle East & North Africa (IDA & IBRD),,2001,45.1890917413811
Middle East & North Africa (IDA & IBRD),,2002,44.7674640047033
Middle East & North Africa (IDA & IBRD),,2003,45.8198949737326
Middle East & North Africa (IDA & IBRD),,2004,45.2609281007901
Middle East & North Africa (IDA & IBRD),,2005,45.0651858404827
Middle East & North Africa (IDA & IBRD),,2006,47.3774662728595
Middle East & North Africa (IDA & IBRD),,2007,47.6030842733594
Middle East & North Africa (IDA & IBRD),,2008,48.1077917401949
Middle East & North Africa (IDA & IBRD),,2009,47.1603733946693
Middle East & North Africa (IDA & IBRD),,2010,44.2542927008927
Middle East & North Africa (IDA & IBRD),,2011,44.8838110054263
Middle East & North Africa (IDA & IBRD),,2012,47.8229295087963
Middle East & North Africa (IDA & IBRD),,2013,49.8558622255276
Middle East & North Africa (IDA & IBRD),,2014,49.5048413404629
Middle East & North Africa (excluding high income),,1995,46.3059921847097
Middle East & North Africa (excluding high income),,1996,47.0676995465549
Middle East & North Africa (excluding high income),,1997,46.3102775912276
Middle East & North Africa (excluding high income),,1998,45.5928464907383
Middle East & North Africa (excluding high income),,1999,42.8049284751608
Middle East & North Africa (excluding high income),,2000,43.2108225992735
Middle East & North Africa (excluding high income),,2001,45.1890917413811
Middle East & North Africa (excluding high income),,2002,44.7674640047033
Middle East & North Africa (excluding high income),,2003,45.8198949737326
Middle East & North Africa (excluding high income),,2004,45.2609281007901
Middle East & North Africa (excluding high income),,2005,45.0651858404828
Middle East & North Africa (excluding high income),,2006,47.3774662728595
Middle East & North Africa (excluding high income),,2007,47.6030842733594
Middle East & North Africa (excluding high income),,2008,48.1077917401949
Middle East & North Africa (excluding high income),,2009,47.1603733946693
Middle East & North Africa (excluding high income),,2010,44.2542927008927
Middle East & North Africa (excluding high income),,2011,44.8838110054263
Middle East & North Africa (excluding high income),,2012,47.8229295087963
Middle East & North Africa (excluding high income),,2013,49.8558622255276
Middle East & North Africa (excluding high income),,2014,49.5048413404629
Middle income,,1995,48.5105064338781
Middle income,,1996,47.7852768679061
Middle income,,1997,48.4136252261191
Middle income,,1998,46.9660141880169
Middle income,,1999,46.5743125844996
Middle income,,2000,45.5020973511413
Middle income,,2001,45.0945680474228
Middle income,,2002,45.0845254677983
Middle income,,2003,45.0446235418688
Middle income,,2004,46.1965184914563
Middle income,,2005,45.954807119585
Middle income,,2006,47.1572854751399
Middle income,,2007,49.1531657528727
Middle income,,2008,50.0424126486602
Middle income,,2009,51.0872282515563
Middle income,,2010,50.9489823372872
Middle income,,2011,51.5367080033204
Middle income,,2012,51.900625539175
Middle income,,2013,51.9090353061948
Middle income,,2014,51.9562991467059
Moldova,MDA,1995,64.21209114
Moldova,MDA,1996,65.32572953
Moldova,MDA,1997,64.27409117
Moldova,MDA,1998,56.23496761
Moldova,MDA,1999,49.30879539
Moldova,MDA,2000,48.54902003
Moldova,MDA,2001,45.84614461
Moldova,MDA,2002,48.60862604
Moldova,MDA,2003,48.172046
Moldova,MDA,2004,49.28451027
Moldova,MDA,2005,45.62211205
Moldova,MDA,2006,44.40766486
Moldova,MDA,2007,45.19982012
Moldova,MDA,2008,47.22387389
Moldova,MDA,2009,48.51539195
Moldova,MDA,2010,46.52849741
Moldova,MDA,2011,50.05590987
Moldova,MDA,2012,46.46988771
Moldova,MDA,2013,50.03959619
Moldova,MDA,2014,51.37703604
Monaco,MCO,1995,89.55642432
Monaco,MCO,1996,89.57389342
Monaco,MCO,1997,89.19747966
Monaco,MCO,1998,88.0753659
Monaco,MCO,1999,87.54880743
Monaco,MCO,2000,87.10011268
Monaco,MCO,2001,87.3965424
Monaco,MCO,2002,87.18192391
Monaco,MCO,2003,88.11653278
Monaco,MCO,2004,88.05218682
Monaco,MCO,2005,88.19350672
Monaco,MCO,2006,87.97292106
Monaco,MCO,2007,87.33753102
Monaco,MCO,2008,87.7036966
Monaco,MCO,2009,88.44196032
Monaco,MCO,2010,88.55189209
Monaco,MCO,2011,88.3653945
Monaco,MCO,2012,88.4571741
Monaco,MCO,2013,88.21224873
Monaco,MCO,2014,88.55184806
Mongolia,MNG,1995,82.47250226
Mongolia,MNG,1996,85.49396603
Mongolia,MNG,1997,83.99811941
Mongolia,MNG,1998,86.19024091
Mongolia,MNG,1999,84.60560794
